어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
예인어린이집,전라남도,전라남도,광양시,70,7,전라남도 광양시 광양읍 회암3길 5-8,061-762-6302,061-762-6302,7,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
예크어린이집,전라남도,전라남도,광양시,13,7,"전라남도 광양시 광장로 70 214동 101호(중동, 성호 2차 아파트)",061-793-3116,,4,0,3,미운영,http://info.childcare.go.kr,2020-06-30
예향어린이집,전라남도,전라남도,광양시,13,7,"전라남도 광양시 금호로 244 24동103호(금호동, 목련빌라)",061-799-8807,061-799-8807,3,0,7,운영(신고),http://info.childcare.go.kr,2020-06-30
오네뜨어린이집,전라남도,전라남도,광양시,49,10,전라남도 광양시 광양읍 와룡길 43,061-761-2223,061-761-2224,7,0,9,운영(신고),http://info.childcare.go.kr,2020-06-30
온누리어린이집,전라남도,전라남도,광양시,75,15,전라남도 광양시 광양읍 서북5길 25,061-761-0101,061-761-0106,7,1,12,운영(신고),http://info.childcare.go.kr,2020-06-30
왕자와공주꿈동산어린이집,전라남도,전라남도,광양시,87,18,전라남도 광양시 중촌길 36 (중동),061-792-9266,061-792-9216,9,1,16,운영(신고),http://cafe.naver.com/vjppdc.cafe,2020-06-30
용강어린이집,전라남도,전라남도,광양시,92,19,전라남도 광양시 용강2길 11,061-761-4939,061-761-0212,8,2,7,운영(신고),yk.0363.net,2020-06-30
우림아이어린이집,전라남도,전라남도,광양시,43,15,전라남도 광양시 눈소4길 65 102동 1층,061-794-8866,061-794-8865,5,0,3,운영(신고),http://info.childcare.go.kr,2020-06-30
웃는아이어린이집,전라남도,전라남도,광양시,12,5,"전라남도 광양시 광장로 112-20 106동 101호(중동, 성호1차)",061-791-3542,061-791-3540,3,0,7,미운영,http://info.childcare.go.kr,2020-06-30
원광어린이집,전라남도,전라남도,광양시,44,8,전라남도 광양시 광양읍 회암길 29-12,061-762-6200,061-762-1469,5,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
은초롱어린이집,전라남도,전라남도,광양시,19,5,전라남도 광양시 광양읍 대림오성로 139 104동 109호(오성타워맨션),061-762-4213,061-755-5231,3,0,10,운영(신고),http://info.childcare.go.kr,2020-06-30
자연어린이집,전라남도,전라남도,광양시,72,14,전라남도 광양시 광양읍 와룡5길 23,061-761-6710,,6,1,13,운영(신고),http://info.childcare.go.kr,2020-06-30
중앙어린이집,전라남도,전라남도,광양시,135,7,전라남도 광양시 구마길 38-3,061-791-3197,061-792-5198,10,2,4,운영(신고),http://cafe.daum.net/jungang-kid,2020-06-30
즐거운어린이집,전라남도,전라남도,광양시,13,6,전라남도 광양시 광장로 70 206/109(성호2차아파트),061-794-7929,061-794-7929,3,0,4,미운영,http://info.childcare.go.kr,2020-06-30
지혜샘어린이집,전라남도,전라남도,광양시,19,7,"전라남도 광양시 중마로 210 106동 102호 (중동, 남양파크아파트)",061-793-0177,061-793-0177,3,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
진상어린이집,전라남도,전라남도,광양시,55,6,전라남도 광양시 진상면 섬거길 5-14,061-772-3301,061-772-0067,4,1,14,운영(신고),http://info.childcare.go.kr,2020-06-30
진아리채어린이집,전라남도,전라남도,광양시,61,15,전라남도 광양시 중마1길 21 진아리채아파트 관리동,061-791-7910,,8,1,7,미운영,http://info.childcare.go.kr,2020-06-30
창덕어린이집,전라남도,전라남도,광양시,47,8,전라남도 광양시 광양읍 용강1길 12 창덕에버빌2차 관리동 2층,061-762-0603,061-761-0703,5,1,21,운영(신고),http://info.childcare.go.kr,2020-06-30
크레용어린이집,전라남도,전라남도,광양시,144,18,전라남도 광양시 옥곡면 금영로 274,061-772-0080,061-772-0080,17,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
클래식베베어린이집,전라남도,전라남도,광양시,18,6,전라남도 광양시 용강1길 12 203/102(창덕에버빌),061-761-6120,061-761-6120,4,0,7,운영(신고),http://info.childcare.go.kr,2020-06-30
키즈맘어린이집,전라남도,전라남도,광양시,33,9,전라남도 광양시 광양읍 용강1길 11 (창덕아파트 1단지 상가),061-761-5615,061-761-5625,6,0,24,운영(신고),http://info.childcare.go.kr,2020-06-30
키즈아이원어린이집,전라남도,전라남도,광양시,300,34,전라남도 광양시 대림2길 3,061-763-0088,061-763-0110,17,4,15,운영(신고),http://info.childcare.go.kr,2020-06-30
키즈하버드어린이집,전라남도,전라남도,광양시,137,22,전라남도 광양시 길호길 129,061-792-0501,061-792-0503,11,2,11,운영(신고),http://info.childcare.go.kr,2020-06-30
태인어린이집,전라남도,전라남도,광양시,56,10,전라남도 광양시 담안2길 16-15,061-794-5454,061-794-5455,5,1,15,운영(신고),http://cafe.naver.com/taeinkid.cafe,2020-06-30
파랑새어린이집,전라남도,전라남도,광양시,165,25,전라남도 광양시 광양읍 서평10길 3,061-762-5209,061-763-5246,12,1,4,운영(신고),http://www.gwparangsae.com,2020-06-30
편한어린이집,전라남도,전라남도,광양시,19,6,전라남도 광양시 서북2길 115 102동105호 (이편한세상아파트),061-762-7942,061-762-7942,3,0,60,운영(신고),http://info.childcare.go.kr,2020-06-30
포스코금당어린이집,전라남도,전라남도,광양시,141,31,전라남도 광양시 초원길 36 포스코금당어린이집,061-790-9701,061-790-9700,12,1,22,미운영,https://www.puruni.com/poscogy,2020-06-30
포스코금호어린이집,전라남도,전라남도,광양시,175,43,전라남도 광양시 동백길 81 (금호동),061-790-1472,061-790-1470,10,1,9,미운영,puruni.com,2020-06-30
푸른숲어린이집,전라남도,전라남도,광양시,37,12,전라남도 광양시 광장로 70 성호2차아파트 관리동(중동),061-795-8691,061-795-8692,7,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
푸른어린이집,전라남도,전라남도,광양시,37,10,전라남도 광양시 광양읍 대림오성로 11 대림아파트 단지내,061-763-7924,,5,1,12,운영(신고),http://info.childcare.go.kr,2020-06-30
피노키오유아스쿨어린이집,전라남도,전라남도,광양시,125,17,전라남도 광양시 광양읍 와룡길 9-5,061-761-8881,,10,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
하늘꿈어린이집,전라남도,전라남도,광양시,40,12,"전라남도 광양시 중마로 210 (중동, 남양파크 관리동 1층)",061-795-2330,,5,1,15,운영(신고),http://info.childcare.go.kr,2020-06-30
한빛어린이집,전라남도,전라남도,광양시,137,17,전라남도 광양시 광양읍 은장도길 15-6,061-762-4924,061-762-4924,8,1,16,운영(신고),http://info.childcare.go.kr,2020-06-30
한솔어린이집,전라남도,전라남도,광양시,138,17,전라남도 광양시 세동길 17-26,061-791-7654,061-793-7655,9,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
한아름어린이집,전라남도,전라남도,광양시,19,9,"전라남도 광양시 광장로 84 305동 101호(중동, 성호3차아파트)",061-793-3467,,4,0,17,미운영,http://info.childcare.go.kr,2020-06-30
한올유아스쿨어린이집,전라남도,전라남도,광양시,269,38,전라남도 광양시 광양읍 서평2길 19,061-762-0170,061-762-0525,15,1,23,운영(신고),http://info.childcare.go.kr,2020-06-30
해맑은어린이집,전라남도,전라남도,광양시,203,31,전라남도 광양시 느지매기길 15-29,061-794-2330,061-793-2331,16,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
해아어린이집,전라남도,전라남도,광양시,16,7,"전라남도 광양시 중마로 230 101동 106호(중동, 무등파크아파트)",061-794-0950,061-794-0950,3,0,10,운영(신고),http://info.childcare.go.kr,2020-06-30
해오름어린이집,전라남도,전라남도,광양시,84,16,전라남도 광양시 진등1길 33 (중동),061-791-6226,061-791-6266,8,1,13,운영(신고),http://info.childcare.go.kr,2020-06-30
해처럼어린이집,전라남도,전라남도,광양시,139,21,전라남도 광양시 나룻2길 15 (광영동),061-792-8450,061-792-9692,10,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
해피아이어린이집,전라남도,전라남도,광양시,19,9,전라남도 광양시 광영로 141 109동 102호(현대아파트),061-791-5577,061-791-5577,3,0,12,운영(신고),http://info.childcare.go.kr,2020-06-30
햇빛어린이집,전라남도,전라남도,광양시,119,19,전라남도 광양시 광장로 26 (중동),061-792-9950,061-794-9955,8,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
햇살어린이집,전라남도,전라남도,광양시,13,8,전라남도 광양시 광장로 70 212동 109호,061-795-7179,,3,0,5,미운영,http://info.childcare.go.kr,2020-06-30
허브아이어린이집,전라남도,전라남도,광양시,24,7,"전라남도 광양시 진등3길 6 중동, 대광로제비앙2차 아파트",061-792-5088,061-792-5088,5,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
호반어린이집,전라남도,전라남도,광양시,27,11,전라남도 광양시 공영로 39 호반리젠시빌아파트 단지내 (중동),061-792-7999,061-792-7999,3,0,15,운영(신고),http://info.childcare.go.kr,2020-06-30
희망찬특수어린이집,전라남도,전라남도,광양시,66,20,전라남도 광양시 광양읍 유당로 228,061-762-9944,061-762-9946,6,1,12,운영(신고),http://info.childcare.go.kr,2020-06-30
국공립수북어린이집,전라남도,전라남도,담양군,63,17,전라남도 담양군 수북면 사창동길 69,061-383-9955,,8,1,18,운영(신고),http://info.childcare.go.kr,2020-06-30
국공립우리네어린이집,전라남도,전라남도,담양군,139,23,전라남도 담양군 담양읍 죽녹원로 22-3,061-382-0848,,11,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
대치어린이집,전라남도,전라남도,담양군,49,8,전라남도 담양군 대전면 추성1로 243-9,061-382-5415,061-381-1665,6,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
대치중앙어린이집,전라남도,전라남도,담양군,35,5,전라남도 담양군 대전면 대전로 36,061-383-5049,061-381-5049,3,0,9,운영(신고),http://info.childcare.go.kr,2020-06-30
매화어린이집,전라남도,전라남도,담양군,59,10,전라남도 담양군 담양읍 매화길 9,061-382-1322,,6,1,6,미운영,http://info.childcare.go.kr,2020-06-30
백동 아이꿈 어린이집,전라남도,전라남도,담양군,49,10,전라남도 담양군 담양읍 미리산길 46 백동주공아파트 내,061-381-6262,,5,0,12,운영(신고),http://info.childcare.go.kr,2020-06-30
에덴아기어린이집,전라남도,전라남도,담양군,58,13,전라남도 담양군 담양읍 지침5길 5-11,061-381-5796,061-381-7144,10,1,12,운영(신고),http://info.childcare.go.kr,2020-06-30
에덴어린이집,전라남도,전라남도,담양군,91,6,전라남도 담양군 담양읍 지침5길 5-11,061-383-7144,061-381-7144,8,1,9,운영(신고),http://info.childcare.go.kr,2020-06-30
연세어린이집,전라남도,전라남도,담양군,39,1,전라남도 담양군 담양읍 객사2길 3,061-381-1238,061-381-5303,5,1,8,운영(신고),cafe.daum.net/yunsehouse,2020-06-30
재단법인 원불교 원광어린이집,전라남도,전라남도,담양군,99,8,전라남도 담양군 담양읍 미리산길 68,061-383-2962,061-381-0675,5,1,7,운영(신고),cafe.daum.net / dywk3844,2020-06-30
즐거운어린이집,전라남도,전라남도,담양군,39,8,전라남도 담양군 담양읍 지침5길 3-1,061-381-2595,061-381-2595,4,1,10,운영(신고),http://info.childcare.go.kr,2020-06-30
창평어린이집,전라남도,전라남도,담양군,104,8,전라남도 담양군 창평면 돌담길 52,061-382-8252,061-382-8251,8,1,0,운영(신고),http://info.childcare.go.kr,2020-06-30
푸른별어린이집,전라남도,전라남도,담양군,20,4,전라남도 담양군 대전면 서옥화암길 34-18,061-382-6663,061-382-0663,2,0,6,미운영,http://info.childcare.go.kr,2020-06-30
한재어린이집,전라남도,전라남도,담양군,39,8,전라남도 담양군 대전면 대전로 34-1,061-381-2468,061-383-8016,4,0,9,운영(신고),http://info.childcare.go.kr,2020-06-30
늘푸른어린이집,전라남도,전라남도,곡성군,39,7,전라남도 곡성군 석곡면 석곡로 32-10,061-362-4936,061-362-8217,6,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
산들어린이집,전라남도,전라남도,곡성군,20,4,전라남도 곡성군 죽곡면 용정길 13,061-362-2681,061-362-2680,3,1,12,운영(신고),http://info.childcare.go.kr,2020-06-30
삼강어린이집,전라남도,전라남도,곡성군,70,10,전라남도 곡성군 곡성읍 군청로 36,061-363-4823,061-362-4823,12,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
석곡어린이집,전라남도,전라남도,곡성군,39,5,전라남도 곡성군 석곡면 석곡10길 8-4,061-362-3074,061-363-3075,5,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
신구어린이집,전라남도,전라남도,곡성군,99,6,전라남도 곡성군 입면 입석하입길 29-29,061-362-8206,050-5329-8206,5,1,9,운영(신고),http://info.childcare.go.kr,2020-06-30
아해뜰어린이집,전라남도,전라남도,곡성군,70,13,전라남도 곡성군 곡성읍 학교로 15,061-362-0727,061-363-1140,7,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
에덴어린이집,전라남도,전라남도,곡성군,30,8,전라남도 곡성군 곡성읍 삼인동길 24,060-363-5585,061-363-5597,7,1,14,운영(신고),http://info.childcare.go.kr,2020-06-30
예산어린이집,전라남도,전라남도,곡성군,99,17,전라남도 곡성군 곡성읍 읍내33길 23,061-363-5859,061-363-5853,10,1,9,운영(신고),http://cafe.daum.net/3635859,2020-06-30
전남과학대학교 부설 우암어린이집,전라남도,전라남도,곡성군,70,14,전라남도 곡성군 옥과면 대학로 113 전남과학대학 부설 어린이집,061-360-5102,061-362-6565,6,2,7,운영(신고),http://www.chunnam-kids.co.kr,2020-06-30
죽림어린이집,전라남도,전라남도,곡성군,70,12,전라남도 곡성군 옥과면 죽림6길 20,061-362-5108,061-800-8855,6,1,6,운영(신고),https://jk5108.kidsnote.ac,2020-06-30
한빛어린이집,전라남도,전라남도,곡성군,39,6,전라남도 곡성군 옥과면 대학로 187-1,061-362-3166,061-362-3166,6,0,9,운영(신고),http://info.childcare.go.kr,2020-06-30
구례어린이집,전라남도,전라남도,구례군,80,13,전라남도 구례군 구례읍 택지1길 6-7,061-783-0020,061-783-0021,9,1,3,운영(신고),http//cafe.daum.net/gurye1004,2020-06-30
구례연두어린이집,전라남도,전라남도,구례군,20,6,전라남도 구례군 구례읍 구례2길 105 섬지뜰아파트 102동 101호,061-783-2244,,3,0,15,운영(신고),http://info.childcare.go.kr,2020-06-30
구례원광어린이집,전라남도,전라남도,구례군,165,16,전라남도 구례군 구례읍 봉성산길 20,061-782-1722,061-783-1722,9,1,11,운영(신고),이석열,2020-06-30
구례중앙어린이집,전라남도,전라남도,구례군,59,7,전라남도 구례군 구례읍 북문1길 11,061-782-4799,061-783-4799,6,1,15,운영(신고),http://info.childcare.go.kr,2020-06-30
자연어린이집,전라남도,전라남도,구례군,95,16,전라남도 구례군 구례읍 북교뒷길 32,061-782-5119,061-782-8259,8,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
